word,f_l1,f_l2,f_l3,f_l4,f_l5,,,,
repla,523,1386,306,609,616,,,,
repos,523,1386,306,566,3922,,,,
repot,523,1386,306,566,474,,,,
repps,523,1386,306,368,3922,,,,
repro,523,1386,306,567,331,,,,
reran,523,1386,1035,911,400,,,,
rerig,523,1386,1035,722,102,,,,
resat,523,1386,453,911,474,,,,
resaw,523,1386,453,911,47,,,,
resay,523,1386,453,911,937,,,,
resee,523,1386,453,2009,1098,,,,
reses,523,1386,453,2009,3922,,,,
resew,523,1386,453,2009,47,,,,
resid,523,1386,453,722,705,,,,
resit,523,1386,453,722,474,,,,
resod,523,1386,453,566,705,,,,
resow,523,1386,453,566,47,,,,
resto,523,1386,453,759,331,,,,
rests,523,1386,453,759,3922,,,,
resty,523,1386,453,759,937,,,,
resus,523,1386,453,319,3922,,,,
retag,523,1386,505,911,102,,,,
retax,523,1386,505,911,62,,,,
retem,523,1386,505,2009,140,,,,
retia,523,1386,505,722,616,,,,
retie,523,1386,505,722,1098,,,,
retox,523,1386,505,566,62,,,,
revet,523,1386,191,2009,474,,,,
revie,523,1386,191,722,1098,,,,
rewan,523,1386,245,911,400,,,,
rewax,523,1386,245,911,62,,,,
rewed,523,1386,245,2009,705,,,,
rewet,523,1386,245,2009,474,,,,
rewin,523,1386,245,722,400,,,,
rewon,523,1386,245,566,400,,,,
rewth,523,1386,245,759,231,,,,
rexes,523,1386,121,2009,3922,,,,
rezes,523,1386,131,2009,3922,,,,
rheas,523,402,705,911,3922,,,,
rheme,523,402,705,334,1098,,,,
rheum,523,402,705,319,140,,,,
rhies,523,402,785,2009,3922,,,,
rhime,523,402,785,334,1098,,,,
rhine,523,402,785,606,1098,,,,
rhody,523,402,749,402,937,,,,
rhomb,523,402,749,334,48,,,,
rhone,523,402,749,606,1098,,,,
rhumb,523,402,502,334,48,,,,
rhyne,523,402,184,606,1098,,,,
rhyta,523,402,184,759,616,,,,
riads,523,1181,929,402,3922,,,,
rials,523,1181,929,609,3922,,,,
riant,523,1181,929,606,474,,,,
riata,523,1181,929,759,616,,,,
ribas,523,1181,278,911,3922,,,,
ribby,523,1181,278,219,937,,,,
ribes,523,1181,278,2009,3922,,,,
riced,523,1181,336,2009,705,,,,
ricer,523,1181,336,2009,461,,,,
rices,523,1181,336,2009,3922,,,,
ricey,523,1181,336,2009,937,,,,
richt,523,1181,336,207,474,,,,
ricin,523,1181,336,722,400,,,,
ricks,523,1181,336,448,3922,,,,
rides,523,1181,315,2009,3922,,,,
ridgy,523,1181,315,347,937,,,,
ridic,523,1181,315,722,96,,,,
riels,523,1181,705,609,3922,,,,
riems,523,1181,705,334,3922,,,,
rieve,523,1181,705,110,1098,,,,
rifer,523,1181,153,2009,461,,,,
riffs,523,1181,153,198,3922,,,,
rifte,523,1181,153,759,1098,,,,
rifts,523,1181,153,759,3922,,,,
rifty,523,1181,153,759,937,,,,
riggs,523,1181,297,347,3922,,,,
rigol,523,1181,297,566,320,,,,
riled,523,1181,736,2009,705,,,,
riles,523,1181,736,2009,3922,,,,
riley,523,1181,736,2009,937,,,,
rille,523,1181,736,609,1098,,,,
rills,523,1181,736,609,3922,,,,
rimae,523,1181,450,911,1098,,,,
rimed,523,1181,450,2009,705,,,,
rimer,523,1181,450,2009,461,,,,
rimes,523,1181,450,2009,3922,,,,
rimus,523,1181,450,319,3922,,,,
rinds,523,1181,825,402,3922,,,,
rindy,523,1181,825,402,937,,,,
rines,523,1181,825,2009,3922,,,,
rings,523,1181,825,347,3922,,,,
rinks,523,1181,825,448,3922,,,,
rioja,523,1181,749,27,616,,,,
riots,523,1181,749,759,3922,,,,
riped,523,1181,306,2009,705,,,,
ripes,523,1181,306,2009,3922,,,,
ripps,523,1181,306,368,3922,,,,
rises,523,1181,453,2009,3922,,,,
rishi,523,1181,453,207,269,,,,
risks,523,1181,453,448,3922,,,,
risps,523,1181,453,368,3922,,,,
risus,523,1181,453,319,3922,,,,
rites,523,1181,505,2009,3922,,,,
ritts,523,1181,505,759,3922,,,,
ritzy,523,1181,505,106,937,,,,
rivas,523,1181,191,911,3922,,,,
rived,523,1181,191,2009,705,,,,
rivel,523,1181,191,2009,320,,,,
riven,523,1181,191,2009,400,,,,
rives,523,1181,191,2009,3922,,,,
riyal,523,1181,184,911,320,,,,
rizas,523,1181,131,911,3922,,,,
roads,523,1817,929,402,3922,,,,
roams,523,1817,929,334,3922,,,,
roans,523,1817,929,606,3922,,,,
roars,523,1817,929,567,3922,,,,
roary,523,1817,929,567,937,,,,
roate,523,1817,929,759,1098,,,,
robed,523,1817,278,2009,705,,,,
robes,523,1817,278,2009,3922,,,,
roble,523,1817,278,609,1098,,,,
rocks,523,1817,336,448,3922,,,,
roded,523,1817,315,2009,705,,,,
rodes,523,1817,315,2009,3922,,,,
roguy,523,1817,297,319,937,,,,
rohes,523,1817,111,2009,3922,,,,
roids,523,1817,785,402,3922,,,,
roils,523,1817,785,609,3922,,,,
roily,523,1817,785,609,937,,,,
roins,523,1817,785,606,3922,,,,
roist,523,1817,785,345,474,,,,
rojak,523,1817,43,911,146,,,,
rojis,523,1817,43,722,3922,,,,
roked,523,1817,260,2009,705,,,,
roker,523,1817,260,2009,461,,,,
rokes,523,1817,260,2009,3922,,,,
rolag,523,1817,736,911,102,,,,
roles,523,1817,736,2009,3922,,,,
rolfs,523,1817,736,198,3922,,,,
rolls,523,1817,736,609,3922,,,,
romal,523,1817,450,911,320,,,,
roman,523,1817,450,911,400,,,,
romeo,523,1817,450,2009,331,,,,
romps,523,1817,450,368,3922,,,,
ronde,523,1817,825,402,1098,,,,
rondo,523,1817,825,402,331,,,,
roneo,523,1817,825,2009,331,,,,
rones,523,1817,825,2009,3922,,,,
ronin,523,1817,825,722,400,,,,
ronne,523,1817,825,606,1098,,,,
ronte,523,1817,825,759,1098,,,,
ronts,523,1817,825,759,3922,,,,
roods,523,1817,749,402,3922,,,,
roofs,523,1817,749,198,3922,,,,
roofy,523,1817,749,198,937,,,,
rooks,523,1817,749,448,3922,,,,
rooky,523,1817,749,448,937,,,,
rooms,523,1817,749,334,3922,,,,
roons,523,1817,749,606,3922,,,,
roops,523,1817,749,368,3922,,,,
roopy,523,1817,749,368,937,,,,
roosa,523,1817,749,345,616,,,,
roose,523,1817,749,345,1098,,,,
roots,523,1817,749,759,3922,,,,
rooty,523,1817,749,759,937,,,,
roped,523,1817,306,2009,705,,,,
roper,523,1817,306,2009,461,,,,
ropes,523,1817,306,2009,3922,,,,
ropey,523,1817,306,2009,937,,,,
roque,523,1817,12,319,1098,,,,
roral,523,1817,1035,911,320,,,,
rores,523,1817,1035,2009,3922,,,,
roric,523,1817,1035,722,96,,,,
rorid,523,1817,1035,722,705,,,,
rorie,523,1817,1035,722,1098,,,,
rorts,523,1817,1035,759,3922,,,,
rorty,523,1817,1035,759,937,,,,
rosed,523,1817,453,2009,705,,,,
roses,523,1817,453,2009,3922,,,,
roset,523,1817,453,2009,474,,,,
roshi,523,1817,453,207,269,,,,
rosin,523,1817,453,722,400,,,,
rosit,523,1817,453,722,474,,,,
rosti,523,1817,453,759,269,,,,
rosts,523,1817,453,759,3922,,,,
rotal,523,1817,505,911,320,,,,
rotan,523,1817,505,911,400,,,,
rotas,523,1817,505,911,3922,,,,
rotch,523,1817,505,259,231,,,,
roted,523,1817,505,2009,705,,,,
rotes,523,1817,505,2009,3922,,,,
rotis,523,1817,505,722,3922,,,,
rotls,523,1817,505,609,3922,,,,
roton,523,1817,505,566,400,,,,
rotos,523,1817,505,566,3922,,,,
rotte,523,1817,505,759,1098,,,,
rouen,523,1817,502,2009,400,,,,
roues,523,1817,502,2009,3922,,,,
roule,523,1817,502,609,1098,,,,
rouls,523,1817,502,609,3922,,,,
roums,523,1817,502,334,3922,,,,
roups,523,1817,502,368,3922,,,,
roupy,523,1817,502,368,937,,,,
roust,523,1817,502,345,474,,,,
routh,523,1817,502,759,231,,,,
routs,523,1817,502,759,3922,,,,
roved,523,1817,191,2009,705,,,,
roven,523,1817,191,2009,400,,,,
roves,523,1817,191,2009,3922,,,,
rowan,523,1817,245,911,400,,,,
rowed,523,1817,245,2009,705,,,,
rowel,523,1817,245,2009,320,,,,
rowen,523,1817,245,2009,400,,,,
rowie,523,1817,245,722,1098,,,,
rowme,523,1817,245,334,1098,,,,
rownd,523,1817,245,606,705,,,,
rowth,523,1817,245,759,231,,,,
rowts,523,1817,245,759,3922,,,,
royne,523,1817,184,606,1098,,,,
royst,523,1817,184,345,474,,,,
rozet,523,1817,131,2009,474,,,,
rozit,523,1817,131,722,474,,,,
ruana,523,1001,929,606,616,,,,
rubai,523,1001,278,911,269,,,,
rubby,523,1001,278,219,937,,,,
rubel,523,1001,278,2009,320,,,,
rubes,523,1001,278,2009,3922,,,,
rubin,523,1001,278,722,400,,,,
ruble,523,1001,278,609,1098,,,,
rubli,523,1001,278,609,269,,,,
rubus,523,1001,278,319,3922,,,,
ruche,523,1001,336,207,1098,,,,
rucks,523,1001,336,448,3922,,,,
rudas,523,1001,315,911,3922,,,,
rudds,523,1001,315,402,3922,,,,
rudes,523,1001,315,2009,3922,,,,
rudie,523,1001,315,722,1098,,,,
rudis,523,1001,315,722,3922,,,,
rueda,523,1001,705,402,616,,,,
ruers,523,1001,705,567,3922,,,,
ruffe,523,1001,153,198,1098,,,,
ruffs,523,1001,153,198,3922,,,,
rugae,523,1001,297,911,1098,,,,
rugal,523,1001,297,911,320,,,,
ruggy,523,1001,297,347,937,,,,
ruing,523,1001,785,606,102,,,,
ruins,523,1001,785,606,3922,,,,
rukhs,523,1001,260,207,3922,,,,
ruled,523,1001,736,2009,705,,,,
rules,523,1001,736,2009,3922,,,,
rumal,523,1001,450,911,320,,,,
rumbo,523,1001,450,219,331,,,,
rumen,523,1001,450,2009,400,,,,
rumes,523,1001,450,2009,3922,,,,
rumly,523,1001,450,609,937,,,,
rummy,523,1001,450,334,937,,,,
rumpo,523,1001,450,368,331,,,,
rumps,523,1001,450,368,3922,,,,
rumpy,523,1001,450,368,937,,,,
runch,523,1001,825,259,231,,,,
runds,523,1001,825,402,3922,,,,
runed,523,1001,825,2009,705,,,,
runes,523,1001,825,2009,3922,,,,
rungs,523,1001,825,347,3922,,,,
runic,523,1001,825,722,96,,,,
runny,523,1001,825,606,937,,,,
runts,523,1001,825,759,3922,,,,
runty,523,1001,825,759,937,,,,
rupia,523,1001,306,722,616,,,,
rurps,523,1001,1035,368,3922,,,,
rurus,523,1001,1035,319,3922,,,,
rusas,523,1001,453,911,3922,,,,
ruses,523,1001,453,2009,3922,,,,
rushy,523,1001,453,207,937,,,,
rusks,523,1001,453,448,3922,,,,
rusma,523,1001,453,334,616,,,,
russe,523,1001,453,345,1098,,,,
rusts,523,1001,453,759,3922,,,,
ruths,523,1001,505,207,3922,,,,
rutin,523,1001,505,722,400,,,,
rutty,523,1001,505,759,937,,,,
ryals,523,248,929,609,3922,,,,
rybat,523,248,278,911,474,,,,
ryked,523,248,260,2009,705,,,,
rykes,523,248,260,2009,3922,,,,
rymme,523,248,450,334,1098,,,,
rynds,523,248,825,402,3922,,,,
ryots,523,248,749,759,3922,,,,
ryper,523,248,306,2009,461,,,,
saags,1199,1959,929,347,3922,,,,
sabal,1199,1959,278,911,320,,,,
sabed,1199,1959,278,2009,705,,,,
saber,1199,1959,278,2009,461,,,,
sabes,1199,1959,278,2009,3922,,,,
sabha,1199,1959,278,207,616,,,,
sabin,1199,1959,278,722,400,,,,
sabir,1199,1959,278,722,461,,,,
sable,1199,1959,278,609,1098,,,,
sabot,1199,1959,278,566,474,,,,
sabra,1199,1959,278,567,616,,,,
sabre,1199,1959,278,567,1098,,,,
sacks,1199,1959,336,448,3922,,,,
sacra,1199,1959,336,567,616,,,,
saddo,1199,1959,315,402,331,,,,
sades,1199,1959,315,2009,3922,,,,
sadhe,1199,1959,315,207,1098,,,,
sadhu,1199,1959,315,207,66,,,,
sadis,1199,1959,315,722,3922,,,,
sados,1199,1959,315,566,3922,,,,
sadza,1199,1959,315,106,616,,,,
safed,1199,1959,153,2009,705,,,,
safes,1199,1959,153,2009,3922,,,,
sagas,1199,1959,297,911,3922,,,,
sager,1199,1959,297,2009,461,,,,
sages,1199,1959,297,2009,3922,,,,
saggy,1199,1959,297,347,937,,,,
sagos,1199,1959,297,566,3922,,,,
sagum,1199,1959,297,319,140,,,,
saheb,1199,1959,111,2009,48,,,,
sahib,1199,1959,111,722,48,,,,
saice,1199,1959,785,259,1098,,,,
saick,1199,1959,785,259,146,,,,
saics,1199,1959,785,259,3922,,,,
saids,1199,1959,785,402,3922,,,,
saiga,1199,1959,785,347,616,,,,
sails,1199,1959,785,609,3922,,,,
saims,1199,1959,785,334,3922,,,,
saine,1199,1959,785,606,1098,,,,
sains,1199,1959,785,606,3922,,,,
sairs,1199,1959,785,567,3922,,,,
saist,1199,1959,785,345,474,,,,
saith,1199,1959,785,759,231,,,,
sajou,1199,1959,43,566,66,,,,
sakai,1199,1959,260,911,269,,,,
saker,1199,1959,260,2009,461,,,,
sakes,1199,1959,260,2009,3922,,,,
sakia,1199,1959,260,722,616,,,,
sakis,1199,1959,260,722,3922,,,,
sakti,1199,1959,260,759,269,,,,
salal,1199,1959,736,911,320,,,,
salat,1199,1959,736,911,474,,,,
salep,1199,1959,736,2009,91,,,,
sales,1199,1959,736,2009,3922,,,,
salet,1199,1959,736,2009,474,,,,
salic,1199,1959,736,722,96,,,,
salix,1199,1959,736,722,62,,,,
salle,1199,1959,736,609,1098,,,,
salmi,1199,1959,736,334,269,,,,
salol,1199,1959,736,566,320,,,,
salop,1199,1959,736,566,91,,,,
salpa,1199,1959,736,368,616,,,,
salps,1199,1959,736,368,3922,,,,
salse,1199,1959,736,345,1098,,,,
salto,1199,1959,736,759,331,,,,
salts,1199,1959,736,759,3922,,,,
salue,1199,1959,736,319,1098,,,,
salut,1199,1959,736,319,474,,,,
saman,1199,1959,450,911,400,,,,
samas,1199,1959,450,911,3922,,,,
samba,1199,1959,450,219,616,,,,
sambo,1199,1959,450,219,331,,,,
samek,1199,1959,450,2009,146,,,,
samel,1199,1959,450,2009,320,,,,
samen,1199,1959,450,2009,400,,,,
sames,1199,1959,450,2009,3922,,,,
samey,1199,1959,450,2009,937,,,,
samfu,1199,1959,450,198,66,,,,
sammy,1199,1959,450,334,937,,,,
sampi,1199,1959,450,368,269,,,,
samps,1199,1959,450,368,3922,,,,
sands,1199,1959,825,402,3922,,,,
saned,1199,1959,825,2009,705,,,,
sanes,1199,1959,825,2009,3922,,,,
sanga,1199,1959,825,347,616,,,,
sangh,1199,1959,825,347,231,,,,
sango,1199,1959,825,347,331,,,,
sangs,1199,1959,825,347,3922,,,,
sanko,1199,1959,825,448,331,,,,
sansa,1199,1959,825,345,616,,,,
santo,1199,1959,825,759,331,,,,
sants,1199,1959,825,759,3922,,,,
saola,1199,1959,749,609,616,,,,
sapan,1199,1959,306,911,400,,,,
sapid,1199,1959,306,722,705,,,,
sapor,1199,1959,306,566,461,,,,
saran,1199,1959,1035,911,400,,,,
sards,1199,1959,1035,402,3922,,,,
sared,1199,1959,1035,2009,705,,,,
saree,1199,1959,1035,2009,1098,,,,
sarge,1199,1959,1035,347,1098,,,,
sargo,1199,1959,1035,347,331,,,,
sarin,1199,1959,1035,722,400,,,,
saris,1199,1959,1035,722,3922,,,,
sarks,1199,1959,1035,448,3922,,,,
sarky,1199,1959,1035,448,937,,,,
sarod,1199,1959,1035,566,705,,,,
saros,1199,1959,1035,566,3922,,,,
sarus,1199,1959,1035,319,3922,,,,
saser,1199,1959,453,2009,461,,,,
sasin,1199,1959,453,722,400,,,,
sasse,1199,1959,453,345,1098,,,,
satai,1199,1959,505,911,269,,,,
satay,1199,1959,505,911,937,,,,
sated,1199,1959,505,2009,705,,,,
satem,1199,1959,505,2009,140,,,,
sates,1199,1959,505,2009,3922,,,,
satis,1199,1959,505,722,3922,,,,
sauba,1199,1959,502,219,616,,,,
sauch,1199,1959,502,259,231,,,,
saugh,1199,1959,502,347,231,,,,
sauls,1199,1959,502,609,3922,,,,
sault,1199,1959,502,609,474,,,,
saunt,1199,1959,502,606,474,,,,
saury,1199,1959,502,567,937,,,,
sauts,1199,1959,502,759,3922,,,,
saved,1199,1959,191,2009,705,,,,
saver,1199,1959,191,2009,461,,,,
saves,1199,1959,191,2009,3922,,,,
savey,1199,1959,191,2009,937,,,,
savin,1199,1959,191,722,400,,,,
sawah,1199,1959,245,911,231,,,,
sawed,1199,1959,245,2009,705,,,,
sawer,1199,1959,245,2009,461,,,,
saxes,1199,1959,121,2009,3922,,,,
sayed,1199,1959,184,2009,705,,,,
sayer,1199,1959,184,2009,461,,,,
sayid,1199,1959,184,722,705,,,,
sayne,1199,1959,184,606,1098,,,,
sayon,1199,1959,184,566,400,,,,
sayst,1199,1959,184,345,474,,,,
sazes,1199,1959,131,2009,3922,,,,
scabs,1199,136,929,219,3922,,,,
scads,1199,136,929,402,3922,,,,
scaff,1199,136,929,198,56,,,,
scags,1199,136,929,347,3922,,,,
scail,1199,136,929,722,320,,,,
scala,1199,136,929,609,616,,,,
scall,1199,136,929,609,320,,,,
scams,1199,136,929,334,3922,,,,
scand,1199,136,929,606,705,,,,
scans,1199,136,929,606,3922,,,,
scapa,1199,136,929,368,616,,,,
scape,1199,136,929,368,1098,,,,
scapi,1199,136,929,368,269,,,,
scarp,1199,136,929,567,91,,,,
scars,1199,136,929,567,3922,,,,
scart,1199,136,929,567,474,,,,
scath,1199,136,929,759,231,,,,
scats,1199,136,929,759,3922,,,,
scatt,1199,136,929,759,474,,,,
scaud,1199,136,929,319,705,,,,
scaup,1199,136,929,319,91,,,,
scaur,1199,136,929,319,461,,,,
scaws,1199,136,929,103,3922,,,,
sceat,1199,136,705,911,474,,,,
scena,1199,136,705,606,616,,,,
scend,1199,136,705,606,705,,,,
schav,1199,136,111,911,4,,,,
schmo,1199,136,111,334,331,,,,
schul,1199,136,111,319,320,,,,
schwa,1199,136,111,103,616,,,,
sclim,1199,136,736,722,140,,,,
scody,1199,136,749,402,937,,,,
scogs,1199,136,749,347,3922,,,,
scoog,1199,136,749,566,102,,,,
scoot,1199,136,749,566,474,,,,
scopa,1199,136,749,368,616,,,,
scops,1199,136,749,368,3922,,,,
scots,1199,136,749,759,3922,,,,
scoug,1199,136,749,319,102,,,,
scoup,1199,136,749,319,91,,,,
scowp,1199,136,749,103,91,,,,
scows,1199,136,749,103,3922,,,,
scrab,1199,136,1035,911,48,,,,
scrae,1199,136,1035,911,1098,,,,
scrag,1199,136,1035,911,102,,,,
scran,1199,136,1035,911,400,,,,
scrat,1199,136,1035,911,474,,,,
scraw,1199,136,1035,911,47,,,,
scray,1199,136,1035,911,937,,,,
scrim,1199,136,1035,722,140,,,,
scrip,1199,136,1035,722,91,,,,
scrob,1199,136,1035,566,48,,,,
scrod,1199,136,1035,566,705,,,,
scrog,1199,136,1035,566,102,,,,
scrow,1199,136,1035,566,47,,,,
scudi,1199,136,502,402,269,,,,
scudo,1199,136,502,402,331,,,,
scuds,1199,136,502,402,3922,,,,
scuff,1199,136,502,198,56,,,,
scuft,1199,136,502,198,474,,,,
scugs,1199,136,502,347,3922,,,,
sculk,1199,136,502,609,146,,,,
scull,1199,136,502,609,320,,,,
sculp,1199,136,502,609,91,,,,
sculs,1199,136,502,609,3922,,,,
scums,1199,136,502,334,3922,,,,
scups,1199,136,502,368,3922,,,,
scurf,1199,136,502,567,56,,,,
scurs,1199,136,502,567,3922,,,,
scuse,1199,136,502,345,1098,,,,
scuta,1199,136,502,759,616,,,,
scute,1199,136,502,759,1098,,,,
scuts,1199,136,502,759,3922,,,,
scuzz,1199,136,502,106,28,,,,
scyes,1199,136,184,2009,3922,,,,
sdayn,1199,64,929,105,400,,,,
sdein,1199,64,705,722,400,,,,
seals,1199,1386,929,609,3922,,,,
seame,1199,1386,929,334,1098,,,,
seams,1199,1386,929,334,3922,,,,
seamy,1199,1386,929,334,937,,,,
seans,1199,1386,929,606,3922,,,,
seare,1199,1386,929,567,1098,,,,
sears,1199,1386,929,567,3922,,,,
sease,1199,1386,929,345,1098,,,,
seats,1199,1386,929,759,3922,,,,
seaze,1199,1386,929,106,1098,,,,
sebum,1199,1386,278,319,140,,,,
secco,1199,1386,336,259,331,,,,
sechs,1199,1386,336,207,3922,,,,
sects,1199,1386,336,759,3922,,,,
seder,1199,1386,315,2009,461,,,,
sedes,1199,1386,315,2009,3922,,,,
sedge,1199,1386,315,347,1098,,,,
sedgy,1199,1386,315,347,937,,,,
sedum,1199,1386,315,319,140,,,,
seeds,1199,1386,705,402,3922,,,,
seeks,1199,1386,705,448,3922,,,,
seeld,1199,1386,705,609,705,,,,
seels,1199,1386,705,609,3922,,,,
seely,1199,1386,705,609,937,,,,
seems,1199,1386,705,334,3922,,,,
seeps,1199,1386,705,368,3922,,,,
seepy,1199,1386,705,368,937,,,,
seers,1199,1386,705,567,3922,,,,
sefer,1199,1386,153,2009,461,,,,
segar,1199,1386,297,911,461,,,,
segni,1199,1386,297,606,269,,,,
segno,1199,1386,297,606,331,,,,
segol,1199,1386,297,566,320,,,,
segos,1199,1386,297,566,3922,,,,
sehri,1199,1386,111,567,269,,,,
seifs,1199,1386,785,198,3922,,,,
seils,1199,1386,785,609,3922,,,,
seine,1199,1386,785,606,1098,,,,
seirs,1199,1386,785,567,3922,,,,
seise,1199,1386,785,345,1098,,,,
seism,1199,1386,785,345,140,,,,
seity,1199,1386,785,759,937,,,,
seiza,1199,1386,785,106,616,,,,
sekos,1199,1386,260,566,3922,,,,
sekts,1199,1386,260,759,3922,,,,
selah,1199,1386,736,911,231,,,,
seles,1199,1386,736,2009,3922,,,,
selfs,1199,1386,736,198,3922,,,,
sella,1199,1386,736,609,616,,,,
selle,1199,1386,736,609,1098,,,,
sells,1199,1386,736,609,3922,,,,
selva,1199,1386,736,110,616,,,,
semee,1199,1386,450,2009,1098,,,,
semes,1199,1386,450,2009,3922,,,,
semie,1199,1386,450,722,1098,,,,
semis,1199,1386,450,722,3922,,,,
senas,1199,1386,825,911,3922,,,,
sends,1199,1386,825,402,3922,,,,
senes,1199,1386,825,2009,3922,,,,
sengi,1199,1386,825,347,269,,,,
senna,1199,1386,825,606,616,,,,
senor,1199,1386,825,566,461,,,,
sensa,1199,1386,825,345,616,,,,
sensi,1199,1386,825,345,269,,,,
sente,1199,1386,825,759,1098,,,,
senti,1199,1386,825,759,269,,,,
sents,1199,1386,825,759,3922,,,,
senvy,1199,1386,825,110,937,,,,
senza,1199,1386,825,106,616,,,,
sepad,1199,1386,306,911,705,,,,
sepal,1199,1386,306,911,320,,,,
sepic,1199,1386,306,722,96,,,,
sepoy,1199,1386,306,566,937,,,,
septa,1199,1386,306,759,616,,,,
septs,1199,1386,306,759,3922,,,,
serac,1199,1386,1035,911,96,,,,
serai,1199,1386,1035,911,269,,,,
seral,1199,1386,1035,911,320,,,,
sered,1199,1386,1035,2009,705,,,,
serer,1199,1386,1035,2009,461,,,,
seres,1199,1386,1035,2009,3922,,,,
serfs,1199,1386,1035,198,3922,,,,
serge,1199,1386,1035,347,1098,,,,
seric,1199,1386,1035,722,96,,,,
serin,1199,1386,1035,722,400,,,,
serks,1199,1386,1035,448,3922,,,,
seron,1199,1386,1035,566,400,,,,
serow,1199,1386,1035,566,47,,,,
serra,1199,1386,1035,567,616,,,,
serre,1199,1386,1035,567,1098,,,,
serrs,1199,1386,1035,567,3922,,,,
serry,1199,1386,1035,567,937,,,,
servo,1199,1386,1035,110,331,,,,
sesey,1199,1386,453,2009,937,,,,
sessa,1199,1386,453,345,616,,,,
setae,1199,1386,505,911,1098,,,,
setal,1199,1386,505,911,320,,,,
seton,1199,1386,505,566,400,,,,
setts,1199,1386,505,759,3922,,,,
sewan,1199,1386,245,911,400,,,,
sewar,1199,1386,245,911,461,,,,
sewed,1199,1386,245,2009,705,,,,
sewel,1199,1386,245,2009,320,,,,
sewen,1199,1386,245,2009,400,,,,
sewin,1199,1386,245,722,400,,,,
sexed,1199,1386,121,2009,705,,,,
sexer,1199,1386,121,2009,461,,,,
sexes,1199,1386,121,2009,3922,,,,
sexto,1199,1386,121,759,331,,,,
sexts,1199,1386,121,759,3922,,,,
seyen,1199,1386,184,2009,400,,,,
shads,1199,402,929,402,3922,,,,
shags,1199,402,929,347,3922,,,,
shahs,1199,402,929,207,3922,,,,
shako,1199,402,929,448,331,,,,
shakt,1199,402,929,448,474,,,,
shalm,1199,402,929,609,140,,,,
shaly,1199,402,929,609,937,,,,
shama,1199,402,929,334,616,,,,
shams,1199,402,929,334,3922,,,,
shand,1199,402,929,606,705,,,,
shans,1199,402,929,606,3922,,,,
shaps,1199,402,929,368,3922,,,,
sharn,1199,402,929,567,400,,,,
shash,1199,402,929,345,231,,,,
shaul,1199,402,929,319,320,,,,
shawm,1199,402,929,103,140,,,,
shawn,1199,402,929,103,400,,,,
shaws,1199,402,929,103,3922,,,,
shaya,1199,402,929,105,616,,,,
shays,1199,402,929,105,3922,,,,
shchi,1199,402,336,207,269,,,,
sheaf,1199,402,705,911,56,,,,
sheal,1199,402,705,911,320,,,,
sheas,1199,402,705,911,3922,,,,
sheds,1199,402,705,402,3922,,,,
sheel,1199,402,705,2009,320,,,,
shend,1199,402,705,606,705,,,,
shent,1199,402,705,606,474,,,,
sheol,1199,402,705,566,320,,,,
sherd,1199,402,705,567,705,,,,
shere,1199,402,705,567,1098,,,,
shero,1199,402,705,567,331,,,,
shets,1199,402,705,759,3922,,,,
sheva,1199,402,705,110,616,,,,
shewn,1199,402,705,103,400,,,,
shews,1199,402,705,103,3922,,,,
shiai,1199,402,785,911,269,,,,
shiel,1199,402,785,2009,320,,,,
shier,1199,402,785,2009,461,,,,
shies,1199,402,785,2009,3922,,,,
shill,1199,402,785,609,320,,,,
shily,1199,402,785,609,937,,,,
shims,1199,402,785,334,3922,,,,
shins,1199,402,785,606,3922,,,,
ships,1199,402,785,368,3922,,,,
shirr,1199,402,785,567,461,,,,
shirs,1199,402,785,567,3922,,,,
shish,1199,402,785,345,231,,,,
shiso,1199,402,785,345,331,,,,
shist,1199,402,785,345,474,,,,
shite,1199,402,785,759,1098,,,,
shits,1199,402,785,759,3922,,,,
shiur,1199,402,785,319,461,,,,
shiva,1199,402,785,110,616,,,,
shive,1199,402,785,110,1098,,,,
shivs,1199,402,785,110,3922,,,,
shlep,1199,402,736,2009,91,,,,
shlub,1199,402,736,319,48,,,,
shmek,1199,402,450,2009,146,,,,
shmoe,1199,402,450,566,1098,,,,
shoat,1199,402,749,911,474,,,,
shoed,1199,402,749,2009,705,,,,
shoer,1199,402,749,2009,461,,,,
shoes,1199,402,749,2009,3922,,,,
shogi,1199,402,749,347,269,,,,
shogs,1199,402,749,347,3922,,,,
shoji,1199,402,749,27,269,,,,
shojo,1199,402,749,27,331,,,,
shola,1199,402,749,609,616,,,,
shool,1199,402,749,566,320,,,,
shoon,1199,402,749,566,400,,,,
shoos,1199,402,749,566,3922,,,,
shope,1199,402,749,368,1098,,,,
shops,1199,402,749,368,3922,,,,
shorl,1199,402,749,567,320,,,,
shote,1199,402,749,759,1098,,,,
shots,1199,402,749,759,3922,,,,
shott,1199,402,749,759,474,,,,
showd,1199,402,749,103,705,,,,
shows,1199,402,749,103,3922,,,,
shoyu,1199,402,749,105,66,,,,
shred,1199,402,1035,2009,705,,,,
shris,1199,402,1035,722,3922,,,,
shrow,1199,402,1035,566,47,,,,
shtik,1199,402,505,722,146,,,,
shtum,1199,402,505,319,140,,,,
shtup,1199,402,505,319,91,,,,
shule,1199,402,502,609,1098,,,,
shuln,1199,402,502,609,400,,,,
shuls,1199,402,502,609,3922,,,,
shuns,1199,402,502,606,3922,,,,
shura,1199,402,502,567,616,,,,
