word,f_l1,f_l2,f_l3,f_l4,f_l5,,,,
gaumy,523,1959,502,334,937,,,,
gaups,523,1959,502,368,3922,,,,
gaurs,523,1959,502,567,3922,,,,
gauss,523,1959,502,345,3922,,,,
gauzy,523,1959,502,106,937,,,,
gavot,523,1959,191,566,474,,,,
gawcy,523,1959,245,259,937,,,,
gawds,523,1959,245,402,3922,,,,
gawks,523,1959,245,448,3922,,,,
gawps,523,1959,245,368,3922,,,,
gawsy,523,1959,245,345,937,,,,
gayal,523,1959,184,911,320,,,,
gazal,523,1959,131,911,320,,,,
gazar,523,1959,131,911,461,,,,
gazed,523,1959,131,2009,705,,,,
gazes,523,1959,131,2009,3922,,,,
gazon,523,1959,131,566,400,,,,
gazoo,523,1959,131,566,331,,,,
geals,523,1386,929,609,3922,,,,
geans,523,1386,929,606,3922,,,,
geare,523,1386,929,567,1098,,,,
gears,523,1386,929,567,3922,,,,
geats,523,1386,929,759,3922,,,,
gebur,523,1386,278,319,461,,,,
gecks,523,1386,336,448,3922,,,,
geeks,523,1386,705,448,3922,,,,
geeps,523,1386,705,368,3922,,,,
geest,523,1386,705,345,474,,,,
geist,523,1386,785,345,474,,,,
geits,523,1386,785,759,3922,,,,
gelds,523,1386,736,402,3922,,,,
gelee,523,1386,736,2009,1098,,,,
gelid,523,1386,736,722,705,,,,
gelly,523,1386,736,609,937,,,,
gelts,523,1386,736,759,3922,,,,
gemel,523,1386,450,2009,320,,,,
gemma,523,1386,450,334,616,,,,
gemmy,523,1386,450,334,937,,,,
gemot,523,1386,450,566,474,,,,
genal,523,1386,825,911,320,,,,
genas,523,1386,825,911,3922,,,,
genes,523,1386,825,2009,3922,,,,
genet,523,1386,825,2009,474,,,,
genic,523,1386,825,722,96,,,,
genii,523,1386,825,722,269,,,,
genip,523,1386,825,722,91,,,,
genny,523,1386,825,606,937,,,,
genoa,523,1386,825,566,616,,,,
genom,523,1386,825,566,140,,,,
genro,523,1386,825,567,331,,,,
gents,523,1386,825,759,3922,,,,
genty,523,1386,825,759,937,,,,
genua,523,1386,825,319,616,,,,
genus,523,1386,825,319,3922,,,,
geode,523,1386,749,402,1098,,,,
geoid,523,1386,749,722,705,,,,
gerah,523,1386,1035,911,231,,,,
gerbe,523,1386,1035,219,1098,,,,
geres,523,1386,1035,2009,3922,,,,
gerle,523,1386,1035,609,1098,,,,
germs,523,1386,1035,334,3922,,,,
germy,523,1386,1035,334,937,,,,
gerne,523,1386,1035,606,1098,,,,
gesse,523,1386,453,345,1098,,,,
gesso,523,1386,453,345,331,,,,
geste,523,1386,453,759,1098,,,,
gests,523,1386,453,759,3922,,,,
getas,523,1386,505,911,3922,,,,
getup,523,1386,505,319,91,,,,
geums,523,1386,502,334,3922,,,,
geyan,523,1386,184,911,400,,,,
geyer,523,1386,184,2009,461,,,,
ghast,523,402,929,345,474,,,,
ghats,523,402,929,759,3922,,,,
ghaut,523,402,929,319,474,,,,
ghazi,523,402,929,106,269,,,,
ghees,523,402,705,2009,3922,,,,
ghest,523,402,705,345,474,,,,
ghyll,523,402,184,609,320,,,,
gibed,523,1181,278,2009,705,,,,
gibel,523,1181,278,2009,320,,,,
giber,523,1181,278,2009,461,,,,
gibes,523,1181,278,2009,3922,,,,
gibli,523,1181,278,609,269,,,,
gibus,523,1181,278,319,3922,,,,
gifts,523,1181,153,759,3922,,,,
gigas,523,1181,297,911,3922,,,,
gighe,523,1181,297,207,1098,,,,
gigot,523,1181,297,566,474,,,,
gigue,523,1181,297,319,1098,,,,
gilas,523,1181,736,911,3922,,,,
gilds,523,1181,736,402,3922,,,,
gilet,523,1181,736,2009,474,,,,
gills,523,1181,736,609,3922,,,,
gilly,523,1181,736,609,937,,,,
gilpy,523,1181,736,368,937,,,,
gilts,523,1181,736,759,3922,,,,
gimel,523,1181,450,2009,320,,,,
gimme,523,1181,450,334,1098,,,,
gimps,523,1181,450,368,3922,,,,
gimpy,523,1181,450,368,937,,,,
ginch,523,1181,825,259,231,,,,
ginge,523,1181,825,347,1098,,,,
gings,523,1181,825,347,3922,,,,
ginks,523,1181,825,448,3922,,,,
ginny,523,1181,825,606,937,,,,
ginzo,523,1181,825,106,331,,,,
gipon,523,1181,306,566,400,,,,
gippo,523,1181,306,368,331,,,,
gippy,523,1181,306,368,937,,,,
girds,523,1181,1035,402,3922,,,,
girls,523,1181,1035,609,3922,,,,
girns,523,1181,1035,606,3922,,,,
giron,523,1181,1035,566,400,,,,
giros,523,1181,1035,566,3922,,,,
girrs,523,1181,1035,567,3922,,,,
girsh,523,1181,1035,345,231,,,,
girts,523,1181,1035,759,3922,,,,
gismo,523,1181,453,334,331,,,,
gisms,523,1181,453,334,3922,,,,
gists,523,1181,453,759,3922,,,,
gitch,523,1181,505,259,231,,,,
gites,523,1181,505,2009,3922,,,,
giust,523,1181,502,345,474,,,,
gived,523,1181,191,2009,705,,,,
gives,523,1181,191,2009,3922,,,,
gizmo,523,1181,131,334,331,,,,
glace,523,498,929,259,1098,,,,
glads,523,498,929,402,3922,,,,
glady,523,498,929,402,937,,,,
glaik,523,498,929,722,146,,,,
glair,523,498,929,722,461,,,,
glams,523,498,929,334,3922,,,,
glans,523,498,929,606,3922,,,,
glary,523,498,929,567,937,,,,
glaum,523,498,929,319,140,,,,
glaur,523,498,929,319,461,,,,
glazy,523,498,929,106,937,,,,
gleba,523,498,705,219,616,,,,
glebe,523,498,705,219,1098,,,,
gleby,523,498,705,219,937,,,,
glede,523,498,705,402,1098,,,,
gleds,523,498,705,402,3922,,,,
gleed,523,498,705,2009,705,,,,
gleek,523,498,705,2009,146,,,,
glees,523,498,705,2009,3922,,,,
gleet,523,498,705,2009,474,,,,
gleis,523,498,705,722,3922,,,,
glens,523,498,705,606,3922,,,,
glent,523,498,705,606,474,,,,
gleys,523,498,705,105,3922,,,,
glial,523,498,785,911,320,,,,
glias,523,498,785,911,3922,,,,
glibs,523,498,785,219,3922,,,,
gliff,523,498,785,198,56,,,,
glift,523,498,785,198,474,,,,
glike,523,498,785,448,1098,,,,
glime,523,498,785,334,1098,,,,
glims,523,498,785,334,3922,,,,
glisk,523,498,785,345,146,,,,
glits,523,498,785,759,3922,,,,
glitz,523,498,785,759,28,,,,
gloam,523,498,749,911,140,,,,
globi,523,498,749,219,269,,,,
globs,523,498,749,219,3922,,,,
globy,523,498,749,219,937,,,,
glode,523,498,749,402,1098,,,,
glogg,523,498,749,347,102,,,,
gloms,523,498,749,334,3922,,,,
gloop,523,498,749,566,91,,,,
glops,523,498,749,368,3922,,,,
glost,523,498,749,345,474,,,,
glout,523,498,749,319,474,,,,
glows,523,498,749,103,3922,,,,
gloze,523,498,749,106,1098,,,,
glued,523,498,502,2009,705,,,,
gluer,523,498,502,2009,461,,,,
glues,523,498,502,2009,3922,,,,
gluey,523,498,502,2009,937,,,,
glugs,523,498,502,347,3922,,,,
glume,523,498,502,334,1098,,,,
glums,523,498,502,334,3922,,,,
gluon,523,498,502,566,400,,,,
glute,523,498,502,759,1098,,,,
gluts,523,498,502,759,3922,,,,
gnarl,523,258,929,567,320,,,,
gnarr,523,258,929,567,461,,,,
gnars,523,258,929,567,3922,,,,
gnats,523,258,929,759,3922,,,,
gnawn,523,258,929,103,400,,,,
gnaws,523,258,929,103,3922,,,,
gnows,523,258,749,103,3922,,,,
goads,523,1817,929,402,3922,,,,
goafs,523,1817,929,198,3922,,,,
goals,523,1817,929,609,3922,,,,
goary,523,1817,929,567,937,,,,
goats,523,1817,929,759,3922,,,,
goaty,523,1817,929,759,937,,,,
goban,523,1817,278,911,400,,,,
gobar,523,1817,278,911,461,,,,
gobbi,523,1817,278,219,269,,,,
gobbo,523,1817,278,219,331,,,,
gobby,523,1817,278,219,937,,,,
gobis,523,1817,278,722,3922,,,,
gobos,523,1817,278,566,3922,,,,
godet,523,1817,315,2009,474,,,,
godso,523,1817,315,345,331,,,,
goels,523,1817,705,609,3922,,,,
goers,523,1817,705,567,3922,,,,
goest,523,1817,705,345,474,,,,
goeth,523,1817,705,759,231,,,,
goety,523,1817,705,759,937,,,,
gofer,523,1817,153,2009,461,,,,
goffs,523,1817,153,198,3922,,,,
gogga,523,1817,297,347,616,,,,
gogos,523,1817,297,566,3922,,,,
goier,523,1817,785,2009,461,,,,
gojis,523,1817,43,722,3922,,,,
golds,523,1817,736,402,3922,,,,
goldy,523,1817,736,402,937,,,,
goles,523,1817,736,2009,3922,,,,
golfs,523,1817,736,198,3922,,,,
golpe,523,1817,736,368,1098,,,,
golps,523,1817,736,368,3922,,,,
gombo,523,1817,450,219,331,,,,
gomer,523,1817,450,2009,461,,,,
gompa,523,1817,450,368,616,,,,
gonch,523,1817,825,259,231,,,,
gonef,523,1817,825,2009,56,,,,
gongs,523,1817,825,347,3922,,,,
gonia,523,1817,825,722,616,,,,
gonif,523,1817,825,722,56,,,,
gonks,523,1817,825,448,3922,,,,
gonna,523,1817,825,606,616,,,,
gonof,523,1817,825,566,56,,,,
gonys,523,1817,825,105,3922,,,,
gonzo,523,1817,825,106,331,,,,
gooby,523,1817,749,219,937,,,,
goods,523,1817,749,402,3922,,,,
goofs,523,1817,749,198,3922,,,,
googs,523,1817,749,347,3922,,,,
gooks,523,1817,749,448,3922,,,,
gooky,523,1817,749,448,937,,,,
goold,523,1817,749,609,705,,,,
gools,523,1817,749,609,3922,,,,
gooly,523,1817,749,609,937,,,,
goons,523,1817,749,606,3922,,,,
goony,523,1817,749,606,937,,,,
goops,523,1817,749,368,3922,,,,
goopy,523,1817,749,368,937,,,,
goors,523,1817,749,567,3922,,,,
goory,523,1817,749,567,937,,,,
goosy,523,1817,749,345,937,,,,
gopak,523,1817,306,911,146,,,,
gopik,523,1817,306,722,146,,,,
goral,523,1817,1035,911,320,,,,
goras,523,1817,1035,911,3922,,,,
gored,523,1817,1035,2009,705,,,,
gores,523,1817,1035,2009,3922,,,,
goris,523,1817,1035,722,3922,,,,
gorms,523,1817,1035,334,3922,,,,
gormy,523,1817,1035,334,937,,,,
gorps,523,1817,1035,368,3922,,,,
gorse,523,1817,1035,345,1098,,,,
gorsy,523,1817,1035,345,937,,,,
gosht,523,1817,453,207,474,,,,
gosse,523,1817,453,345,1098,,,,
gotch,523,1817,505,259,231,,,,
goths,523,1817,505,207,3922,,,,
gothy,523,1817,505,207,937,,,,
gotta,523,1817,505,759,616,,,,
gouch,523,1817,502,259,231,,,,
gouks,523,1817,502,448,3922,,,,
goura,523,1817,502,567,616,,,,
gouts,523,1817,502,759,3922,,,,
gouty,523,1817,502,759,937,,,,
gowan,523,1817,245,911,400,,,,
gowds,523,1817,245,402,3922,,,,
gowfs,523,1817,245,198,3922,,,,
gowks,523,1817,245,448,3922,,,,
gowls,523,1817,245,609,3922,,,,
gowns,523,1817,245,606,3922,,,,
goxes,523,1817,121,2009,3922,,,,
goyim,523,1817,184,722,140,,,,
goyle,523,1817,184,609,1098,,,,
graal,523,673,929,911,320,,,,
grabs,523,673,929,219,3922,,,,
grads,523,673,929,402,3922,,,,
graff,523,673,929,198,56,,,,
graip,523,673,929,722,91,,,,
grama,523,673,929,334,616,,,,
grame,523,673,929,334,1098,,,,
gramp,523,673,929,334,91,,,,
grams,523,673,929,334,3922,,,,
grana,523,673,929,606,616,,,,
grans,523,673,929,606,3922,,,,
grapy,523,673,929,368,937,,,,
gravs,523,673,929,110,3922,,,,
grays,523,673,929,105,3922,,,,
grebe,523,673,705,219,1098,,,,
grebo,523,673,705,219,331,,,,
grece,523,673,705,259,1098,,,,
greek,523,673,705,2009,146,,,,
grees,523,673,705,2009,3922,,,,
grege,523,673,705,347,1098,,,,
grego,523,673,705,347,331,,,,
grein,523,673,705,722,400,,,,
grens,523,673,705,606,3922,,,,
grese,523,673,705,345,1098,,,,
greve,523,673,705,110,1098,,,,
grews,523,673,705,103,3922,,,,
greys,523,673,705,105,3922,,,,
grice,523,673,785,259,1098,,,,
gride,523,673,785,402,1098,,,,
grids,523,673,785,402,3922,,,,
griff,523,673,785,198,56,,,,
grift,523,673,785,198,474,,,,
grigs,523,673,785,347,3922,,,,
grike,523,673,785,448,1098,,,,
grins,523,673,785,606,3922,,,,
griot,523,673,785,566,474,,,,
grips,523,673,785,368,3922,,,,
gript,523,673,785,368,474,,,,
gripy,523,673,785,368,937,,,,
grise,523,673,785,345,1098,,,,
grist,523,673,785,345,474,,,,
grisy,523,673,785,345,937,,,,
grith,523,673,785,759,231,,,,
grits,523,673,785,759,3922,,,,
grize,523,673,785,106,1098,,,,
groat,523,673,749,911,474,,,,
grody,523,673,749,402,937,,,,
grogs,523,673,749,347,3922,,,,
groks,523,673,749,448,3922,,,,
groma,523,673,749,334,616,,,,
grone,523,673,749,606,1098,,,,
groof,523,673,749,566,56,,,,
grosz,523,673,749,345,28,,,,
grots,523,673,749,759,3922,,,,
grouf,523,673,749,319,56,,,,
grovy,523,673,749,110,937,,,,
grows,523,673,749,103,3922,,,,
grrls,523,673,1035,609,3922,,,,
grrrl,523,673,1035,567,320,,,,
grubs,523,673,502,219,3922,,,,
grued,523,673,502,2009,705,,,,
grues,523,673,502,2009,3922,,,,
grufe,523,673,502,198,1098,,,,
grume,523,673,502,334,1098,,,,
grump,523,673,502,334,91,,,,
grund,523,673,502,606,705,,,,
gryce,523,673,184,259,1098,,,,
gryde,523,673,184,402,1098,,,,
gryke,523,673,184,448,1098,,,,
grype,523,673,184,368,1098,,,,
grypt,523,673,184,368,474,,,,
guaco,523,1001,929,259,331,,,,
guana,523,1001,929,606,616,,,,
guano,523,1001,929,606,331,,,,
guans,523,1001,929,606,3922,,,,
guars,523,1001,929,567,3922,,,,
gucks,523,1001,336,448,3922,,,,
gucky,523,1001,336,448,937,,,,
gudes,523,1001,315,2009,3922,,,,
guffs,523,1001,153,198,3922,,,,
gugas,523,1001,297,911,3922,,,,
guids,523,1001,785,402,3922,,,,
guimp,523,1001,785,334,91,,,,
guiro,523,1001,785,567,331,,,,
gulag,523,1001,736,911,102,,,,
gular,523,1001,736,911,461,,,,
gulas,523,1001,736,911,3922,,,,
gules,523,1001,736,2009,3922,,,,
gulet,523,1001,736,2009,474,,,,
gulfs,523,1001,736,198,3922,,,,
gulfy,523,1001,736,198,937,,,,
gulls,523,1001,736,609,3922,,,,
gulph,523,1001,736,368,231,,,,
gulps,523,1001,736,368,3922,,,,
gulpy,523,1001,736,368,937,,,,
gumma,523,1001,450,334,616,,,,
gummi,523,1001,450,334,269,,,,
gumps,523,1001,450,368,3922,,,,
gundy,523,1001,825,402,937,,,,
gunge,523,1001,825,347,1098,,,,
gungy,523,1001,825,347,937,,,,
gunks,523,1001,825,448,3922,,,,
gunky,523,1001,825,448,937,,,,
gunny,523,1001,825,606,937,,,,
guqin,523,1001,12,722,400,,,,
gurdy,523,1001,1035,402,937,,,,
gurge,523,1001,1035,347,1098,,,,
gurls,523,1001,1035,609,3922,,,,
gurly,523,1001,1035,609,937,,,,
gurns,523,1001,1035,606,3922,,,,
gurry,523,1001,1035,567,937,,,,
gursh,523,1001,1035,345,231,,,,
gurus,523,1001,1035,319,3922,,,,
gushy,523,1001,453,207,937,,,,
gusla,523,1001,453,609,616,,,,
gusle,523,1001,453,609,1098,,,,
gusli,523,1001,453,609,269,,,,
gussy,523,1001,453,345,937,,,,
gusts,523,1001,453,759,3922,,,,
gutsy,523,1001,505,345,937,,,,
gutta,523,1001,505,759,616,,,,
gutty,523,1001,505,759,937,,,,
guyed,523,1001,184,2009,705,,,,
guyle,523,1001,184,609,1098,,,,
guyot,523,1001,184,566,474,,,,
guyse,523,1001,184,345,1098,,,,
gwine,523,119,785,606,1098,,,,
gyals,523,248,929,609,3922,,,,
gyans,523,248,929,606,3922,,,,
gybed,523,248,278,2009,705,,,,
gybes,523,248,278,2009,3922,,,,
gyeld,523,248,705,609,705,,,,
gymps,523,248,450,368,3922,,,,
gynae,523,248,825,911,1098,,,,
gynie,523,248,825,722,1098,,,,
gynny,523,248,825,606,937,,,,
gynos,523,248,825,566,3922,,,,
gyoza,523,248,749,106,616,,,,
gypos,523,248,306,566,3922,,,,
gyppo,523,248,306,368,331,,,,
gyppy,523,248,306,368,937,,,,
gyral,523,248,1035,911,320,,,,
gyred,523,248,1035,2009,705,,,,
gyres,523,248,1035,2009,3922,,,,
gyron,523,248,1035,566,400,,,,
gyros,523,248,1035,566,3922,,,,
gyrus,523,248,1035,319,3922,,,,
gytes,523,248,505,2009,3922,,,,
gyved,523,248,191,2009,705,,,,
gyves,523,248,191,2009,3922,,,,
haafs,420,1959,929,198,3922,,,,
haars,420,1959,929,567,3922,,,,
hable,420,1959,278,609,1098,,,,
habus,420,1959,278,319,3922,,,,
hacek,420,1959,336,2009,146,,,,
hacks,420,1959,336,448,3922,,,,
hadal,420,1959,315,911,320,,,,
haded,420,1959,315,2009,705,,,,
hades,420,1959,315,2009,3922,,,,
hadji,420,1959,315,27,269,,,,
hadst,420,1959,315,345,474,,,,
haems,420,1959,705,334,3922,,,,
haets,420,1959,705,759,3922,,,,
haffs,420,1959,153,198,3922,,,,
hafiz,420,1959,153,722,28,,,,
hafts,420,1959,153,759,3922,,,,
haggs,420,1959,297,347,3922,,,,
hahas,420,1959,111,911,3922,,,,
haick,420,1959,785,259,146,,,,
haika,420,1959,785,448,616,,,,
haiks,420,1959,785,448,3922,,,,
haiku,420,1959,785,448,66,,,,
hails,420,1959,785,609,3922,,,,
haily,420,1959,785,609,937,,,,
hains,420,1959,785,606,3922,,,,
haint,420,1959,785,606,474,,,,
hairs,420,1959,785,567,3922,,,,
haith,420,1959,785,759,231,,,,
hajes,420,1959,43,2009,3922,,,,
hajis,420,1959,43,722,3922,,,,
hajji,420,1959,43,27,269,,,,
hakam,420,1959,260,911,140,,,,
hakas,420,1959,260,911,3922,,,,
hakea,420,1959,260,2009,616,,,,
hakes,420,1959,260,2009,3922,,,,
hakim,420,1959,260,722,140,,,,
hakus,420,1959,260,319,3922,,,,
halal,420,1959,736,911,320,,,,
haled,420,1959,736,2009,705,,,,
haler,420,1959,736,2009,461,,,,
hales,420,1959,736,2009,3922,,,,
halfa,420,1959,736,198,616,,,,
halfs,420,1959,736,198,3922,,,,
halid,420,1959,736,722,705,,,,
hallo,420,1959,736,609,331,,,,
halls,420,1959,736,609,3922,,,,
halma,420,1959,736,334,616,,,,
halms,420,1959,736,334,3922,,,,
halon,420,1959,736,566,400,,,,
halos,420,1959,736,566,3922,,,,
halse,420,1959,736,345,1098,,,,
halts,420,1959,736,759,3922,,,,
halva,420,1959,736,110,616,,,,
halwa,420,1959,736,103,616,,,,
hamal,420,1959,450,911,320,,,,
hamba,420,1959,450,219,616,,,,
hamed,420,1959,450,2009,705,,,,
hames,420,1959,450,2009,3922,,,,
hammy,420,1959,450,334,937,,,,
hamza,420,1959,450,106,616,,,,
hanap,420,1959,825,911,91,,,,
hance,420,1959,825,259,1098,,,,
hanch,420,1959,825,259,231,,,,
hands,420,1959,825,402,3922,,,,
hangi,420,1959,825,347,269,,,,
hangs,420,1959,825,347,3922,,,,
hanks,420,1959,825,448,3922,,,,
hanky,420,1959,825,448,937,,,,
hansa,420,1959,825,345,616,,,,
hanse,420,1959,825,345,1098,,,,
hants,420,1959,825,759,3922,,,,
haole,420,1959,749,609,1098,,,,
haoma,420,1959,749,334,616,,,,
hapax,420,1959,306,911,62,,,,
haply,420,1959,306,609,937,,,,
happi,420,1959,306,368,269,,,,
hapus,420,1959,306,319,3922,,,,
haram,420,1959,1035,911,140,,,,
hards,420,1959,1035,402,3922,,,,
hared,420,1959,1035,2009,705,,,,
hares,420,1959,1035,2009,3922,,,,
harim,420,1959,1035,722,140,,,,
harks,420,1959,1035,448,3922,,,,
harls,420,1959,1035,609,3922,,,,
harms,420,1959,1035,334,3922,,,,
harns,420,1959,1035,606,3922,,,,
haros,420,1959,1035,566,3922,,,,
harps,420,1959,1035,368,3922,,,,
harts,420,1959,1035,759,3922,,,,
hashy,420,1959,453,207,937,,,,
hasks,420,1959,453,448,3922,,,,
hasps,420,1959,453,368,3922,,,,
hasta,420,1959,453,759,616,,,,
hated,420,1959,505,2009,705,,,,
hates,420,1959,505,2009,3922,,,,
hatha,420,1959,505,207,616,,,,
hauds,420,1959,502,402,3922,,,,
haufs,420,1959,502,198,3922,,,,
haugh,420,1959,502,347,231,,,,
hauld,420,1959,502,609,705,,,,
haulm,420,1959,502,609,140,,,,
hauls,420,1959,502,609,3922,,,,
hault,420,1959,502,609,474,,,,
hauns,420,1959,502,606,3922,,,,
hause,420,1959,502,345,1098,,,,
haver,420,1959,191,2009,461,,,,
haves,420,1959,191,2009,3922,,,,
hawed,420,1959,245,2009,705,,,,
hawks,420,1959,245,448,3922,,,,
hawms,420,1959,245,334,3922,,,,
hawse,420,1959,245,345,1098,,,,
hayed,420,1959,184,2009,705,,,,
hayer,420,1959,184,2009,461,,,,
hayey,420,1959,184,2009,937,,,,
hayle,420,1959,184,609,1098,,,,
hazan,420,1959,131,911,400,,,,
hazed,420,1959,131,2009,705,,,,
hazer,420,1959,131,2009,461,,,,
hazes,420,1959,131,2009,3922,,,,
heads,420,1386,929,402,3922,,,,
heald,420,1386,929,609,705,,,,
heals,420,1386,929,609,3922,,,,
heame,420,1386,929,334,1098,,,,
heaps,420,1386,929,368,3922,,,,
heapy,420,1386,929,368,937,,,,
heare,420,1386,929,567,1098,,,,
hears,420,1386,929,567,3922,,,,
heast,420,1386,929,345,474,,,,
heats,420,1386,929,759,3922,,,,
heben,420,1386,278,2009,400,,,,
hebes,420,1386,278,2009,3922,,,,
hecht,420,1386,336,207,474,,,,
hecks,420,1386,336,448,3922,,,,
heder,420,1386,315,2009,461,,,,
hedgy,420,1386,315,347,937,,,,
heeds,420,1386,705,402,3922,,,,
heedy,420,1386,705,402,937,,,,
heels,420,1386,705,609,3922,,,,
heeze,420,1386,705,106,1098,,,,
hefte,420,1386,153,759,1098,,,,
hefts,420,1386,153,759,3922,,,,
heids,420,1386,785,402,3922,,,,
heigh,420,1386,785,347,231,,,,
heils,420,1386,785,609,3922,,,,
heirs,420,1386,785,567,3922,,,,
hejab,420,1386,43,911,48,,,,
hejra,420,1386,43,567,616,,,,
heled,420,1386,736,2009,705,,,,
heles,420,1386,736,2009,3922,,,,
helio,420,1386,736,722,331,,,,
hells,420,1386,736,609,3922,,,,
helms,420,1386,736,334,3922,,,,
helos,420,1386,736,566,3922,,,,
helot,420,1386,736,566,474,,,,
helps,420,1386,736,368,3922,,,,
helve,420,1386,736,110,1098,,,,
hemal,420,1386,450,911,320,,,,
hemes,420,1386,450,2009,3922,,,,
hemic,420,1386,450,722,96,,,,
hemin,420,1386,450,722,400,,,,
hemps,420,1386,450,368,3922,,,,
hempy,420,1386,450,368,937,,,,
hench,420,1386,825,259,231,,,,
hends,420,1386,825,402,3922,,,,
henge,420,1386,825,347,1098,,,,
henna,420,1386,825,606,616,,,,
henny,420,1386,825,606,937,,,,
henry,420,1386,825,567,937,,,,
hents,420,1386,825,759,3922,,,,
hepar,420,1386,306,911,461,,,,
herbs,420,1386,1035,219,3922,,,,
herby,420,1386,1035,219,937,,,,
herds,420,1386,1035,402,3922,,,,
heres,420,1386,1035,2009,3922,,,,
herls,420,1386,1035,609,3922,,,,
herma,420,1386,1035,334,616,,,,
herms,420,1386,1035,334,3922,,,,
herns,420,1386,1035,606,3922,,,,
heros,420,1386,1035,566,3922,,,,
herry,420,1386,1035,567,937,,,,
herse,420,1386,1035,345,1098,,,,
hertz,420,1386,1035,759,28,,,,
herye,420,1386,1035,105,1098,,,,
hesps,420,1386,453,368,3922,,,,
hests,420,1386,453,759,3922,,,,
hetes,420,1386,505,2009,3922,,,,
heths,420,1386,505,207,3922,,,,
heuch,420,1386,502,259,231,,,,
heugh,420,1386,502,347,231,,,,
hevea,420,1386,191,2009,616,,,,
hewed,420,1386,245,2009,705,,,,
hewer,420,1386,245,2009,461,,,,
hewgh,420,1386,245,347,231,,,,
hexad,420,1386,121,911,705,,,,
hexed,420,1386,121,2009,705,,,,
hexer,420,1386,121,2009,461,,,,
hexes,420,1386,121,2009,3922,,,,
hexyl,420,1386,121,105,320,,,,
heyed,420,1386,184,2009,705,,,,
hiant,420,1181,929,606,474,,,,
hicks,420,1181,336,448,3922,,,,
hided,420,1181,315,2009,705,,,,
hider,420,1181,315,2009,461,,,,
hides,420,1181,315,2009,3922,,,,
hiems,420,1181,705,334,3922,,,,
highs,420,1181,297,207,3922,,,,
hight,420,1181,297,207,474,,,,
hijab,420,1181,43,911,48,,,,
hijra,420,1181,43,567,616,,,,
hiked,420,1181,260,2009,705,,,,
hiker,420,1181,260,2009,461,,,,
hikes,420,1181,260,2009,3922,,,,
hikoi,420,1181,260,566,269,,,,
hilar,420,1181,736,911,461,,,,
hilch,420,1181,736,259,231,,,,
hillo,420,1181,736,609,331,,,,
hills,420,1181,736,609,3922,,,,
hilts,420,1181,736,759,3922,,,,
hilum,420,1181,736,319,140,,,,
hilus,420,1181,736,319,3922,,,,
himbo,420,1181,450,219,331,,,,
